Fecha,15015020,15060050,15060070,15060080,15060150,15065040,16050240,16060010,16070010,16070020,16070030,16070040,23210020,23215050,23215060,25020090,25020220,25020230,25020240,25020250,25020260,25020270,25020280,25020650,25020660,25020670,25020690,25020870,25020880,25020890,25020900,25020920,25021040,25021090,25021200,25021240,25021320,25021380,25021500,25021540,25021580,25021590,25021620,25021630,25021640,25021650,25025090,25025250,25025300,25025330,28010020,28010040,28010070,28010090,28010130,28010140,28010200,28010280,28010340,28010360,28010370,28015070,28020080,28020150,28020230,28020310,28020410,28020420,28020440,28020460,28020590,28020600,28025020,28025040,28025070,28025080,28025090,28030190,28030220,28035010,28035020,28035040,28040010,28040030,28040060,28040070,28040100,28040140,28040150,28040170,28040200,28040270,28040300,28040310,28040320,28040350,28040360,28040400,28045010,29060030,29060040,29060060,29060070,29060090,29060100,29060120,29060140,29060150,29060160,29060170,29060180,29060190,29060200,29060210,29060220,29060230,29060240,29060250,29060270,29060280,29060290,29060310,29060330,29060340,29060350,29060550,29060560,29065010,29065020,29065030
1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-04-01,,,,,,,,1005.0,,,,,,,,,,,,,,,,870.0,,,,,,,,,,,,,,,,,,,,,,,,,397.0,,,,,,,,,,,855.0,,,,,,,,,,,,,,,,,,,,,,,,,,399.0,,,,,,,,,,,,,,,,,,,,,,,,390.0,,,,,,,,,,,,,,,,,,,,
1981-05-01,316.1,,,,,,,,,,,,,,,629.0,,,,,,,,,,,714.0,,,,,,,,,,,,,,,,,,,,,,,,,623.0,,,,630.0,,,,904.0,,,,,586.0,674.0,,,,,,,,,,,421.5,,,479.6,357.6,,,,500.0,,,,,505.0,,,,408.0,,,,,,,,,,,,,,,,,721.0,,,,,,,,,,,,,,,,,,,
1981-06-01,,,655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-07-01,,,639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.0,,,,,,,,,,,,,,,,,,
1981-08-01,,,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.0,,,590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,,,,,,,,,,,,,,,,,,
