Station,AggComposite,AggNina,AggNino,AggNeutral
15067020,7.045847749866395,7.887030350877868,6.012215416261584,7.069991186338827
15067080,2.2166534398118922,3.1038566382319477,1.3962527507587454,2.0772515509298866
15067130,0.10446407064604868,0.14172144269847609,0.07743723987149188,0.09407236519263579
15067150,5.210892590286445,6.490896629781511,3.915351545750134,5.078164755645533
15067170,9.97124387054623,12.067978030370268,7.929914431625889,9.7044149677913
15067200,7.452096495304222,8.990773228773186,5.864865537698031,7.3108044396693055
15067210,7.078573443239347,8.125042179318871,5.877152426727211,7.056992199494883
16037040,21.076015609861855,21.8735033944573,19.43976686360932,21.499981999252803
16047020,53.000692038439986,60.984345925913125,40.488915677913006,54.880805340031415
16067020,121.29782231616375,145.80313648715483,97.39097034850087,118.20928272846416
25027080,4.236625714136897,6.544908052520695,2.286891474830757,3.761037171546797
25027400,151.24715332339915,166.4890547283056,125.91724262590974,155.71850329054354
25027590,54.80286657568466,66.45183722260234,44.81337901040711,52.49440795391374
25027620,50.04595441776522,60.74918723140307,36.62360641948079,50.51838782908947
25027890,2.4740524223995672,2.4987985261604857,1.8597218307195043,2.831604486821165
28017050,18.49239012491559,20.791030322711613,14.014986300959821,19.56845231892477
28017080,2.442239975827434,3.150072282374423,1.7690911964977298,2.342396452911649
28017110,8.956852845291458,8.72697635022728,8.70287514723924,9.278083351647494
28017120,16.716652765442635,18.92503712247493,13.94822927453319,16.813522863141745
28017150,4.957126970600443,5.266571835829238,4.34553840347829,5.107387581176518
28027020,2.112434710119821,2.806822540475051,1.5333106735677549,1.9648415216450839
28027030,3.9423879662454446,4.867361222318416,3.09748246094114,3.7906828678787097
28027040,2.890049704593224,3.970010467429452,1.944600804692127,2.6878523702621737
28027050,10.159239280107931,17.14080833744558,7.792325307012039,6.563442388922672
28027160,8.087895249958603,9.676261865703625,6.266072796138993,8.054077527032517
28037010,2.677983513069917,3.795810644030303,1.5386739062071797,2.566908678236866
28037020,2.245226336414881,2.95992860605858,1.2891621495719685,2.313313922520657
28037030,32.39766285465567,41.89973731659101,22.695756985318283,31.46399599674189
28037040,1.914938961674571,2.3847854854873223,1.375038819325074,1.9055443370233864
28037060,1.7071483475131426,2.070626292241745,1.1861594489940956,1.7630186031930142
28037090,58.05836635999656,70.87285987446533,39.894590685766566,59.90353951157633
28037130,4.224240846975401,6.014675144946805,3.271750567316117,3.5132268026767273
28047010,16.042997811313352,16.66597144472167,15.532620160027454,15.904969862970953
28047020,1.264072516951721,1.384554499114178,1.065121091835524,1.2986391785165117
28047040,2.8415304487998903,3.179786196773129,2.5339788781488335,2.785182812883753
28047050,13.894047629942756,17.939191350993795,8.837779079440715,14.062496834490466
28047080,16.232821715091564,17.40053452816611,15.168260185334542,16.04003895161147
29067010,17.066342566911135,17.96272021353586,14.949485955365558,17.712593306960017
29067040,1.9197803519852172,2.226245174285206,1.7435927264422597,1.806114862600366
29067050,12.545753750326138,13.786503845458629,10.695905112073719,12.780119516106927
29067060,25.418543704628284,27.991612412144985,21.97342006953206,25.665569637313915
29067070,13.54802221813867,16.256159586667753,11.320371076815942,12.953487593898217
29067120,27.928730373733167,33.64419234212203,24.774160838602043,25.728689223588013
29067130,17.353428191561672,19.43595728779603,14.6049971114887,17.528976170992564
29067150,15.806635229220078,17.75226773938311,13.72593515901871,15.672995125892063
29067160,7.437094030112318,7.1831303845916485,5.969349667999764,8.517467106501584
