Station,StdAggComposite,StdAggNina,StdAggNino,StdAggNeutral
15015020,0.8181730707416499,0.8839628759844117,0.6430212945036425,0.8187238984274189
15065040,0.9158371274327466,0.5305486897342009,0.964941911302871,1.0723630170249931
23215060,0.35952775460521963,0.4266943870240316,0.5076531769997852,0.14830428486645847
25025002,0.8442363928567175,0.8997851782133899,0.8784523203620194,0.7871023139194394
25025090,1.0887436128035703,0.8397052781390115,1.4152738900618795,1.0634497620838734
25025250,1.2891450482186582,1.3768694945124706,1.1280270813319206,1.371520683841246
25025300,1.0571478542568855,1.1900767085222086,1.1302141836357438,0.8964260487074117
25025330,0.9076739109758666,0.6316807966614718,0.993124697234206,1.1122758834905553
28015030,0.4364510917667627,,0.4341087022118115,0.2901517637774712
28015070,0.7673557628556877,0.807668906753933,0.9335493708185431,0.6508026796054602
28025020,1.0745650285035604,0.9891533403126992,0.8591255557281823,1.2765009529534719
28025040,1.6760023831055002,1.5206860758022296,1.3172905438579832,1.7156870539240987
28025070,0.8438270114574681,0.6453461897549098,0.8314346965849361,0.9928505767523919
28025080,1.1816119454231913,0.9231986983687054,1.3292124002281078,1.2800245727477098
28025090,0.8044881128906087,0.9163756291511727,0.4782396260285328,0.8445700713161255
28025502,0.4854754933693797,0.4944373137389212,0.491549597322667,0.40207068948395697
28035010,0.49926738407814136,0.6566439873072867,0.27076286855268605,0.44004664636220664
28035020,1.7622400451023004,1.6112639717473154,2.074835159093449,1.7642505502363048
28035040,0.6992194217184815,0.6510277988916678,0.6862856566321306,0.7806659105198965
28035070,2.043330512610947,,,2.043330512610947
28045020,0.4865531285562664,,0.7150084875805146,0.6330912400912451
28045040,0.3471144424325179,0.4889328655801687,0.407414399144905,0.11169043234641922
29065010,1.2402701142557362,,1.4937569820427536,0.8187154687684488
29065020,1.1900006179143265,1.5117554597447165,1.1479216656290223,0.9613584771236372
29065030,0.7981208523880319,0.9102544428388745,0.8098787138740402,0.5386414357972991
