Station,StdAggComposite,StdAggNina,StdAggNino,StdAggNeutral
15015020,0.7392979312614193,0.8678671722572544,0.5948714003408921,0.6837349858854432
15065040,0.45658961850960594,0.4467935840991994,0.5102470648471746,0.41861360317825475
23215060,0.33530737167478103,0.2912504395077791,0.30747187289754524,0.37288280912711835
25025002,0.7058520890955131,0.7907914360294975,0.6890511934992832,0.6641416185808982
25025090,0.7806667333127876,0.5217681478435159,0.7463468070543398,0.9504709239547678
25025250,1.162049651070909,1.2514224822675954,1.0495742614192614,1.2137999628710368
25025300,0.9476210113155453,1.1800072929270402,0.8774436731884642,0.8179350501675022
25025330,0.7258715926978418,0.5408802833328406,0.7699796017229272,0.835719766060524
28015030,0.4895592912622559,0.5008383636616434,0.43386442042394663,0.4902028646945291
28015070,0.643074337972851,0.7866722483333977,0.5083717636255648,0.5802151057084927
28025020,0.9421177865470546,0.976603083500148,0.7965636012035303,1.0388043518184116
28025040,0.5613106978544435,0.7237548009380438,0.3873246962199199,0.515921405010422
28025070,0.7751824326220795,0.6463465456116527,0.7873927331396976,0.8682280743335099
28025080,0.8109227119917494,0.7380128394052586,0.9885245828344433,0.7491095643514911
28025090,0.5372452995906806,0.7074101408569005,0.4900804485163766,0.42799144980859594
28025502,0.43530670942241095,0.4912147560437988,0.3946128801345728,0.33838924769555034
28035010,0.32455532280204274,0.34884768301994123,0.22649040302955384,0.27973139507183487
28035020,1.0360021391527738,1.0429622377302374,0.948033248386677,1.119798389776321
28035040,0.6221042576704432,0.6317914391616549,0.5757300763738781,0.6744837594424119
28035070,0.338229783679591,0.37170216083508745,0.23620953496032066,0.2843984679258294
28045020,0.5911988605849199,0.7822816944463893,0.42288833598813413,0.5364182616457844
28045040,0.22718977692663625,0.27069520341280584,0.19964929877507434,0.16736037023614836
29065010,0.30503206549789064,0.33387465385631643,0.2966764994804852,0.26237790632443875
29065020,1.100052609571363,1.4426955952719749,1.1132671557404112,0.8063317894890863
29065030,0.7020831323305674,0.9117964361770344,0.6235524819286952,0.48660444337855924
